student_number,first_name,last_name,age_at_enrollment,application_order,curricular_units_1st_sem_enrolled,daytime_evening_attendance,debtor,displaced,gender,marital_status,scholarship_holder,tuition_fees_up_to_date,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
9d4b5c79,Andrea,Pruitt,20,1,6,1,0,0,0,1,0,1,6,13.0,12.0
b19050b0,Kimberly,Odonnell,19,4,6,1,0,1,0,1,0,1,5,12.666666666666666,11.0
30dc2af5,Melissa,Cook,21,3,5,1,0,1,0,5,0,1,5,12.2,11.333333333333334
d7bb9b6e,Ashley,Glenn,21,1,6,1,0,0,0,1,0,1,5,11.8,11.833333333333334
227e47a4,Ann,Owens,18,1,7,1,0,0,0,1,1,1,5,12.16,13.4
ffdd003f,Eric,Lawson,18,1,6,1,0,1,0,1,0,1,1,15.0,12.5
f46e3b3b,Cesar,Villanueva,18,1,5,1,0,1,0,1,0,1,2,11.5,11.8
94ad141f,Rebekah,Brown,19,3,5,1,0,1,0,1,0,1,1,13.0,15.333333333333334
6f40c444,Emily,Carter,18,1,0,1,0,1,0,1,0,1,0,0.0,0.0
69f638a5,Blake,Lopez,18,1,6,1,0,0,0,1,0,1,6,12.0,12.75
eaa754cd,Michael,Jackson,18,5,7,1,0,1,0,1,0,1,7,12.385714285714286,12.728571428571428
416adbcf,Hannah,Sandoval,18,1,6,1,1,1,0,1,0,0,5,12.4,14.166666666666666
96a09ccb,Michael,Clark,21,1,6,1,0,1,0,1,0,1,3,11.75,12.333333333333334
b959070b,Danielle,Tucker,18,2,0,1,0,1,0,1,0,1,0,0.0,0.0
30c42765,Lisa,Brown,19,2,6,1,0,1,0,1,0,1,1,11.5,10.5
fcca4ae6,Andrew,Glass,18,1,6,1,0,0,0,1,1,1,6,12.0,11.142857142857142
44d4a083,Kelly,Rios,18,1,0,1,0,1,1,1,1,1,0,0.0,0.0
132df895,Eric,Harris,18,1,5,1,0,0,1,1,0,1,3,11.0,11.0
38b18813,Megan,Zamora,19,2,6,1,0,1,1,1,1,1,4,12.0,12.285714285714286
e03b17d9,Michael,Pratt,20,2,5,1,0,1,1,1,0,1,2,10.5,12.25
97fa5540,William,Brown,19,1,6,1,0,1,1,1,0,1,3,11.666666666666666,10.333333333333334
e71b22c7,Aaron,Stone,20,1,7,1,0,0,1,1,1,1,6,14.142857142857142,14.125
9c67d54e,Jacqueline,Ellis,22,1,5,1,0,0,1,1,0,1,0,0.0,13.333333333333334
ff1df312,Sarah,Barnes,22,2,5,1,0,1,1,1,1,1,3,12.333333333333334,10.571428571428571
b809b1f2,Eugene,Perry,19,1,5,1,0,0,1,1,0,1,5,10.2,12.0
28ef8454,Jason,Lewis,19,2,6,1,0,0,1,1,0,1,5,12.6,11.0
32928988,Sheena,Moss,18,1,5,1,0,0,1,1,0,1,4,12.25,11.666666666666666
96978fa4,Tiffany,Cox,18,2,6,1,0,0,1,1,1,1,3,10.666666666666666,12.0
c26447cc,Angela,Bell,19,1,6,1,0,0,1,1,0,1,4,12.75,13.0
9a2760a2,Sarah,Pratt,24,1,6,1,0,0,1,1,0,1,6,11.333333333333334,11.333333333333334
d929bf43,Michael,Blanchard,25,1,6,1,1,1,1,1,0,0,0,0.0,0.0
7848c5bd,Dennis,Jones,37,1,5,0,0,0,1,2,0,1,4,10.75,11.333333333333334
79c30fc6,Kim,Morales,19,1,5,1,0,0,1,1,0,1,5,12.0,10.5
8a61c625,Kelly,Smith,19,1,7,1,0,0,1,1,1,1,6,12.528571428571428,12.416666666666666
a61c7105,Melissa,Pennington,21,2,8,1,0,0,1,1,1,1,0,0.0,0.0
fd7eb0cc,David,Chang,20,1,7,1,0,0,1,1,0,1,3,10.666666666666666,11.5
a1dabe57,Melissa,Phillips,19,2,6,1,0,0,1,1,1,1,6,13.125,12.714285714285714
ea8d1f45,Walter,Blevins,42,1,6,1,0,1,1,1,0,1,5,12.4,11.8
b4931536,Carly,Abbott,21,1,6,1,0,0,1,1,0,0,5,14.0,14.8
a4ffa843,Matthew,Rich,19,1,6,1,0,1,1,1,0,1,5,11.4,11.0
479136d8,Clayton,Torres,21,1,6,1,0,0,1,1,0,1,4,11.75,10.5
ac4325a8,Ryan,Wilson,20,1,6,1,0,0,1,1,0,1,6,13.428571428571429,11.5
49126557,Miguel,Raymond,19,1,5,1,0,0,1,1,0,1,4,11.8,11.5
f3b17d91,William,Bryant,23,1,7,1,0,0,1,1,0,1,3,14.0,14.0
68d9984a,Kyle,Simmons,18,1,6,1,0,0,1,1,0,1,6,12.333333333333334,10.8
685d002e,Joseph,Brooks,22,1,5,1,1,0,1,1,1,1,5,10.666666666666666,11.0
0a872fc1,Kathy,Beck,19,5,5,1,0,1,1,1,0,1,5,11.833333333333334,14.714285714285714
c1035a72,Kristin,Mack,22,3,6,1,0,1,1,1,1,1,6,11.666666666666666,12.166666666666666
5b5f6080,Matthew,Stewart,38,1,6,1,0,0,1,1,0,1,5,16.0,16.5
4cf786ed,Christina,Cantu,27,1,7,1,0,1,1,1,0,1,7,14.085714285714284,14.085714285714284
dd964aa7,Daniel,Coleman,19,1,5,1,0,1,1,1,0,1,0,0.0,10.0
6ae3e54b,Michael,Chapman,20,1,5,1,0,0,1,1,0,1,5,15.8,13.714285714285714
c2c74834,Nicole,Jones,18,4,5,1,0,1,1,1,0,1,4,12.5,14.666666666666666
7677a3a0,Ryan,Johnson,19,1,6,1,0,0,1,1,0,1,4,12.5,13.25
27ea9d85,Michael,Randall,24,1,5,1,1,0,1,1,0,1,1,10.0,11.0
4df19929,Richard,Robbins,22,1,5,1,0,1,1,1,0,1,0,0.0,11.666666666666666
64651211,Jennifer,Pham,19,1,6,1,0,0,1,1,1,1,4,12.0,12.5
4eee48ea,Kevin,Hopkins,23,1,17,1,1,1,1,1,0,1,13,12.153846153846152,11.909090909090908
9ec917ba,Jesse,Cox,29,1,6,1,0,1,1,1,0,0,6,16.5,13.8
6eb8e6a1,Andrew,Rodriguez,20,1,6,1,0,0,1,1,0,1,6,11.285714285714286,11.77777777777778
625e3b8b,Stephanie,Wright,22,3,0,1,0,1,1,1,0,1,0,0.0,0.0
0f930d64,Ethan,Combs,20,2,6,1,0,1,1,1,0,1,5,14.0,12.0
ea174e62,Debra,Hawkins,24,1,5,1,0,1,1,1,0,1,4,13.75,12.0
461dca78,Wesley,Rose,21,1,12,1,1,0,1,1,0,1,10,11.8,11.444444444444445
a2c6016c,Sarah,Wilson,20,1,5,1,0,0,1,1,0,1,4,11.5,0.0
0b30ebaa,Hannah,Barnett,22,5,6,1,0,1,1,1,0,1,5,13.4,10.666666666666666
e94d6508,Andrew,Cross,18,1,5,1,0,0,1,1,0,1,2,13.5,12.333333333333334
a1f1cc97,Alexander,Jarvis,22,1,6,1,0,1,1,1,0,1,3,11.333333333333334,12.333333333333334
e4574067,Janet,Martinez,19,2,6,1,0,1,1,1,0,1,5,11.4,12.4
6093f981,Jason,Matthews,43,2,5,0,0,0,0,2,0,1,3,10.666666666666666,12.5
504082d2,Melanie,Smith,24,1,7,1,0,0,1,1,0,1,7,13.571428571428571,13.4
05ecd7c1,Joe,Schultz,18,4,5,1,0,1,1,1,0,1,4,12.0,13.0
c23ab944,Russell,Carlson,21,1,5,1,0,0,1,2,0,1,0,0.0,11.666666666666666
26ea9d65,Laura,Reynolds,39,1,6,0,0,0,1,1,0,1,5,11.4,11.0
40f9ba1f,Robert,Edwards,34,1,7,1,0,0,1,1,0,1,6,11.333333333333334,12.6
dc2d9d88,Heather,Sanders,18,1,0,1,1,0,1,1,0,0,0,0.0,0.0
736cf732,Latasha,Jones,21,1,12,1,0,0,1,1,0,1,12,15.083333333333334,13.083333333333334
d1a62488,Danielle,Wright,27,1,5,1,0,0,1,1,0,1,3,10.0,13.0
83cb57e2,Jennifer,Cabrera,18,1,5,1,0,1,1,1,0,1,4,10.0,16.0
9a43f0ad,Timothy,Carlson,20,1,6,1,0,0,1,1,1,1,5,13.833333333333334,12.3
863673f5,Maria,Gonzalez,19,1,6,1,0,1,1,1,0,1,5,11.6,11.0
8bc32106,Brooke,Martinez,23,1,6,1,0,1,1,1,0,1,6,12.666666666666666,12.2
00d5a554,Teresa,Johnson,22,1,0,1,0,1,1,1,0,1,0,0.0,0.0
daf23064,Jessica,Williams,20,6,5,1,0,1,1,1,0,1,3,12.666666666666666,12.5
fce41c7e,Joseph,King,20,2,6,1,0,1,1,1,0,1,3,13.666666666666666,10.25
c0eeac32,Jonathan,Townsend,19,2,5,1,0,0,1,1,0,1,5,10.8,13.5
e107500e,Shawn,Hernandez,18,1,7,1,0,1,0,1,0,1,4,11.575,12.419999999999998
ed57896d,Lauren,Holmes,20,4,5,1,0,1,1,1,0,1,4,14.25,10.0
23201daa,Jeremy,Robles,18,1,6,1,0,1,0,1,1,1,6,12.833333333333334,13.0
5ce18fb4,Stephen,Duran,19,2,6,1,0,1,0,1,0,1,5,11.4,10.75
f6695e68,Barbara,Lara,19,1,5,1,0,0,0,1,0,1,5,14.857142857142858,15.142857142857142
41afe6fc,Ryan,Parker,19,1,6,1,0,0,0,1,0,1,3,11.666666666666666,11.5
e5adfba0,Nathan,Mcintyre,20,3,6,1,0,1,0,1,1,1,6,12.5,14.333333333333334
af206bf9,William,Reed,18,4,5,1,1,1,1,1,0,1,3,10.666666666666666,11.333333333333334
edd2d7e1,Matthew,Martinez,18,1,5,1,0,1,1,1,0,1,4,10.5,10.5
4af904c3,Lisa,Le,18,2,0,1,0,1,0,1,0,1,0,0.0,0.0
13d7be34,Samantha,Clements,19,1,5,1,0,0,0,1,0,1,5,11.5,10.666666666666666
462c5736,Thomas,Mcdaniel,20,1,6,1,0,0,0,1,0,1,1,12.0,0.0
5cf76ad1,Suzanne,Mclean,26,1,6,0,0,0,0,1,0,1,3,10.666666666666666,11.2
e67283e5,David,Love,41,1,5,1,1,0,0,1,0,1,5,11.6,12.2
327ae861,Heather,Meyer,26,1,5,0,0,0,0,1,0,1,4,12.0,11.25
82ee4f7f,Angela,Mitchell,21,2,5,1,0,1,0,1,0,1,3,12.0,12.666666666666666
2763a7cd,Douglas,Garrett,24,4,5,1,0,1,0,1,0,1,2,10.5,11.0
5f5f0d03,Amanda,Webster,18,4,6,1,0,1,0,1,0,1,5,12.2,12.2
2236df2f,John,James,22,1,7,1,1,1,0,1,0,0,6,11.5,13.166666666666666
27cc7d7f,Chad,Watson,23,1,5,1,0,1,0,1,0,1,2,10.0,12.0
6cd691f4,David,Garcia,21,3,5,1,0,1,0,1,0,1,2,13.0,12.0
fc13b936,Connie,Wright,18,3,6,1,0,1,0,1,0,1,5,13.4,12.0
eaa67cd2,Isaac,Baldwin,22,1,6,1,0,1,0,1,0,1,4,12.25,11.333333333333334
66cc4cbb,Victor,Clayton,29,1,10,1,0,0,0,1,0,1,9,11.555555555555555,11.9
1c399132,Rebecca,Barnett,19,1,7,1,0,0,1,1,0,1,7,12.2,12.2
0d889fdb,Kathy,Vazquez,18,1,5,1,0,0,1,1,1,1,4,10.8,11.75
b92e2800,Alexa,Hernandez,28,9,5,0,0,0,1,1,0,1,4,12.75,14.333333333333334
3c1049e2,Derek,Collins,20,1,6,1,0,1,1,1,0,1,6,12.714285714285714,13.0
823e357e,Chad,Freeman,26,1,7,1,0,0,1,1,0,1,7,13.285714285714286,12.142857142857142
0460300e,Christine,Pacheco,20,1,7,1,0,0,1,1,0,1,5,13.976666666666668,13.22222222222222
e631e392,Christopher,Jenkins,20,2,6,1,0,1,1,1,1,1,6,12.0,12.5
07239a8a,Donna,Hall,43,1,8,1,0,1,1,2,0,1,7,11.635714285714286,11.635714285714286
3844b065,Deborah,Knight,18,5,5,1,1,1,1,1,0,1,4,12.5,11.285714285714286
7e1df5f9,Jeffrey,Williams,40,1,5,0,0,0,1,2,0,1,3,11.0,12.5
12652404,Jacqueline,Armstrong,27,1,6,1,0,0,1,1,0,1,6,10.666666666666666,11.25
e93aae38,Felicia,Johnston,26,1,6,1,1,1,1,1,0,1,0,0.0,0.0
9c6b71fd,Gregory,Terry,20,2,5,1,0,1,1,1,0,1,5,10.8,12.0
c37e4e86,Justin,Kim,20,1,5,1,0,0,1,1,0,1,5,11.0,10.0
d88c4d13,Christina,Jordan,20,1,5,1,1,1,1,1,0,1,0,0.0,0.0
d751af46,Diane,Taylor,30,1,7,1,1,0,1,1,0,1,4,14.4,13.5
ed54c5b1,Karen,Thomas,21,1,6,1,1,0,1,1,0,0,4,12.25,13.4
718b85e2,Edward,Steele,19,1,5,1,0,0,1,1,0,1,0,0.0,0.0
dffb67af,Diane,Mendoza,25,1,7,1,0,0,0,4,0,1,7,11.95,12.042857142857144
657f3a32,Bradley,Gonzalez,26,2,7,1,0,0,0,2,1,1,0,0.0,0.0
e9cc71d6,Audrey,Morrison,19,2,5,1,0,1,0,1,0,1,3,11.0,11.75
0288463f,Tammy,Terry,21,1,6,1,0,0,0,1,0,1,4,11.75,13.666666666666666
3cc58560,Melissa,Martinez,21,1,5,1,0,1,0,1,0,1,1,11.0,10.5
97e9d7e4,Kayla,West,26,1,6,1,0,0,0,1,0,0,6,15.428571428571429,14.5
2070bb3f,Michael,Macias,20,1,8,1,0,1,0,1,0,1,7,14.014285714285714,14.014285714285714
4fb5f014,Eddie,Frank,18,2,6,1,0,1,0,1,0,1,2,10.333333333333334,13.333333333333334
a0173cab,Gregory,Haas,20,1,7,1,1,1,1,1,0,1,7,12.401428571428571,11.808333333333332
1d7888a3,Sarah,Swanson,23,1,6,1,0,0,1,1,0,1,0,0.0,0.0
4d05c2af,Mary,Brown,20,1,6,1,0,0,1,1,0,1,4,10.8,12.0
a86acc45,Brian,Davis,45,1,9,0,0,0,0,1,0,1,8,11.0,10.833333333333334
abdb42da,Brenda,Johnson,26,1,6,0,0,1,0,1,1,1,3,12.333333333333334,11.666666666666666
0ba728fd,Christopher,Grant,25,1,5,0,0,0,0,1,0,1,3,11.0,11.25
1688eae3,Lauren,Snyder,19,1,8,1,0,1,1,1,0,1,5,12.858,12.858
c040cfb6,Christopher,Guzman,19,4,7,1,0,0,0,1,1,1,5,14.06,11.242857142857142
5bc031af,William,Lopez,18,2,0,1,0,1,0,1,1,1,0,0.0,0.0
2c61ebb2,Gary,Walton,19,2,5,1,0,1,0,1,0,1,4,13.75,12.6
5cf8c425,Brian,Lee,23,1,6,1,0,1,0,1,0,1,3,11.333333333333334,11.0
b1489c64,Jordan,Harmon,20,1,6,1,0,1,0,1,0,1,5,13.2,12.666666666666666
4b3b2dab,Thomas,Mendoza,19,3,5,1,0,1,1,1,0,1,3,11.333333333333334,11.0
4fa15c85,Joseph,Burgess,29,1,5,0,0,0,1,4,0,1,0,0.0,0.0
3fb5206f,Christopher,Kim,18,1,6,1,0,1,0,1,0,1,6,14.625,14.142857142857142
f21ab08e,Matthew,Henderson,19,3,7,1,0,1,0,1,0,1,4,13.375,12.116666666666667
4c32a67a,Nichole,Whitehead,19,1,5,1,0,0,0,1,1,1,4,11.0,13.857142857142858
16336f14,Jesus,Li,18,1,6,1,0,1,0,1,0,1,0,0.0,11.0
48187196,Danielle,Baldwin,19,1,6,1,0,1,0,1,1,1,6,13.285714285714286,14.6
686b114b,Kristen,Wilcox,19,5,7,1,0,1,0,1,0,1,5,11.716666666666669,13.7
7f028bcd,Andres,Montes,18,2,6,1,0,1,0,1,0,1,6,12.333333333333334,12.833333333333334
bc788e75,Patricia,Jones,18,3,5,1,0,1,0,1,0,1,5,12.6,11.0
6fc5fc8d,Alexandra,Glenn,34,1,6,1,1,0,0,2,0,0,6,14.333333333333334,12.833333333333334
6ede070f,Derrick,Stephens,22,2,5,1,0,0,0,1,0,1,3,12.0,11.0
53e98a93,Steve,Miller,50,2,5,1,0,0,0,2,0,1,3,13.333333333333334,12.2
857a58f1,Justin,Flowers,25,1,6,1,0,0,0,1,1,1,3,11.666666666666666,11.333333333333334
7b9e2a25,Sydney,Thomas,50,1,5,0,0,0,0,2,0,1,2,10.5,11.0
b3ee7102,David,Pollard,48,1,6,0,0,1,0,4,0,1,5,13.0,12.5
dbab5a36,Ryan,Evans,41,1,5,1,0,0,0,2,0,1,4,14.5,13.0
8bb89bf6,Virginia,Green,28,1,10,0,0,0,0,2,0,1,6,10.666666666666666,11.333333333333334
44ea6a39,Jesse,Lindsey,53,1,15,1,0,0,0,1,0,1,15,11.8,11.666666666666666
d7c01f40,Stephanie,Tran,49,1,6,0,0,0,0,1,0,1,5,12.333333333333334,11.5
ee52071a,Yolanda,Thompson,22,1,10,1,0,1,0,1,0,1,8,11.0,11.2
0b0cc9d3,Robert,Moore,40,1,5,0,0,0,0,1,0,1,4,11.25,12.0
c5cc91dd,Lindsey,Ball,36,1,12,0,0,0,0,2,0,1,11,11.5,11.4375
df2d0b67,Gregory,Wise,48,1,6,0,0,0,0,6,1,1,6,10.666666666666666,11.8
39e76ce9,Victor,Reeves,34,1,6,0,0,0,0,1,0,1,4,13.25,0.0
84b31d17,Kristen,Wilson,19,3,8,1,0,1,0,1,0,1,1,13.67,13.67
8f941901,Chris,Rivera,34,1,5,0,0,0,0,2,0,1,4,11.0,10.75
d03eddd8,Nicholas,Estrada,28,2,7,1,0,1,0,2,0,1,7,12.428571428571429,12.3
c920a8c1,Katie,Brown,35,2,5,1,0,0,0,2,0,1,5,11.4,12.333333333333334
8295de9e,Raymond,Fritz,18,4,8,1,0,1,0,1,0,1,0,0.0,0.0
7b2d531e,Julia,Kent,18,1,5,1,0,0,0,1,0,1,3,12.0,13.0
685267aa,Bryan,Martin,20,2,6,1,0,1,0,1,0,1,4,12.25,11.5
cf147b6c,Raymond,Russell,18,2,6,1,0,1,0,1,0,1,4,11.75,11.2
568c6d0d,Andre,Freeman,20,1,5,1,0,0,0,1,0,1,4,11.0,11.5
01ba12d9,Monica,Maynard,24,1,8,1,0,0,0,1,0,1,7,12.714285714285714,12.714285714285714
db694525,Michael,Johnson,19,5,5,1,0,1,0,1,1,1,2,10.0,11.75
4fb025b0,Kristen,Rivera,18,4,6,1,0,1,0,1,0,1,6,12.571428571428571,12.571428571428571
24d07ca6,Mary,Calderon,18,5,7,1,0,1,0,1,0,1,6,13.39,12.757142857142856
35a52158,Jesus,Miranda,19,1,5,1,0,0,0,1,0,1,3,12.333333333333334,10.25
014f5f20,Paul,Luna,19,1,5,1,0,1,0,1,0,1,2,11.5,10.857142857142858
5355241a,Lindsey,Torres,19,2,6,1,0,0,0,1,0,1,6,15.0,14.0
2f0c3e0a,Mike,Montgomery,19,3,7,1,0,1,0,1,0,1,5,12.32,11.9
3e23c431,Tyler,Fowler,20,3,6,1,0,1,1,1,1,1,6,11.333333333333334,10.571428571428571
70ba7808,Bradley,Heath,33,1,5,1,0,1,1,1,0,1,4,12.0,13.666666666666666
4f77056f,Dean,Myers,20,1,6,1,0,1,1,1,0,1,5,12.8,11.6
16e13668,Amanda,Chapman,27,1,5,1,1,0,1,1,0,0,0,0.0,0.0
b14a0a5c,Steven,Gibbs,33,1,8,1,0,0,0,2,0,1,6,12.833333333333334,12.0
6481fca2,Caitlin,Luna,20,1,6,1,0,1,0,1,1,1,5,13.2,12.833333333333334
871d03cb,Charles,Pena,19,1,6,1,0,1,0,1,0,1,5,11.6,11.666666666666666
fe4a596f,Denise,Wilkerson,18,5,6,1,0,1,0,1,0,1,6,13.166666666666666,12.5
015feaba,Mary,Jordan,19,1,6,1,0,1,0,1,0,1,5,12.6,12.375
7b2758d1,Gabriel,Wilkerson,21,1,5,1,0,1,0,1,0,1,3,11.333333333333334,13.333333333333334
2407c38e,Jacqueline,Ellis,19,5,5,1,0,1,0,1,1,1,3,10.5,11.75
506ee9f9,Kristopher,Morales,21,1,6,1,0,1,0,1,0,1,6,10.375,11.666666666666666
521668dd,Ashley,Campbell,21,6,7,1,0,1,0,1,0,1,6,13.25,13.8375
9773f716,Amber,Durham,18,1,7,1,0,1,0,1,0,1,7,12.50625,13.2
ac603ad4,Deborah,Khan,19,1,6,1,0,1,0,1,1,1,5,12.2,11.5
a4173915,Dennis,Neal,20,5,7,1,0,0,0,1,0,1,5,12.04,11.77142857142857
79d22e4a,Ian,Taylor,20,3,5,1,0,0,0,1,0,1,5,11.166666666666666,10.75
4fc05beb,Eric,Cox,20,1,5,1,0,1,0,1,0,1,4,12.5,13.0
77e463cf,Andrea,Paul,18,5,7,1,0,1,0,1,0,1,6,12.183333333333332,11.783333333333331
43e7f3c0,Judith,Acevedo,18,2,5,1,0,0,0,1,0,1,2,10.0,11.333333333333334
5650f6e5,Heather,Harrison,21,1,6,1,0,1,1,1,0,1,6,11.166666666666666,14.666666666666666
c35e4a0b,Meagan,Gilmore,20,1,6,1,0,1,1,1,1,1,3,11.0,11.333333333333334
2e617fc3,Sandy,Spencer,19,5,6,1,0,1,0,1,1,1,5,11.333333333333334,10.833333333333334
38d8badb,Joshua,Miller,19,1,7,1,0,1,1,1,1,1,5,11.2,11.2
1620bdbf,Emma,Hoffman,28,1,5,1,0,1,1,1,0,1,4,10.5,11.0
88886048,Shawn,Cooper,21,2,5,1,0,0,1,1,0,1,3,11.25,11.0
2ed85469,Theresa,Parker,24,1,10,0,1,0,1,1,0,1,7,10.714285714285714,12.555555555555555
57c5d837,John,Johnson,23,1,6,1,0,1,1,1,0,1,5,12.0,12.142857142857142
d4b8a33f,Kelly,Weber,20,1,6,1,0,1,1,1,0,1,6,12.166666666666666,12.0
de7063de,William,Harvey,18,1,0,1,0,1,1,1,0,1,0,0.0,0.0
e7346870,Julie,Gregory,23,1,13,0,0,0,0,1,0,1,9,11.0,11.571428571428571
03cac78f,Jennifer,Mueller,23,1,6,1,0,1,0,1,0,1,4,11.5,12.2
255a73fd,Chelsea,Price,39,1,5,1,0,0,0,2,0,1,4,11.25,11.5
76afc36b,Christian,Collins,22,1,5,1,0,1,0,1,0,1,3,12.666666666666666,12.0
636a3f92,Isaac,Moran,30,1,5,0,0,0,0,4,0,1,3,10.666666666666666,10.4
ee3c080a,Luke,Barajas,35,1,5,0,0,0,0,2,1,1,3,11.666666666666666,11.8
3a02178c,Megan,Lee,26,1,7,1,0,1,0,1,0,1,6,12.0,12.0
c421c84c,Lindsay,Stark,30,1,11,1,0,0,0,2,0,1,9,12.22222222222222,11.6
8dfe1399,Robert,Saunders,25,1,5,0,1,0,1,2,0,1,4,11.0,12.0
1f2b6d3a,Randall,Barker,18,3,8,1,0,1,0,1,0,1,7,13.68142857142857,13.68142857142857
a84fc587,Monica,Jenkins,23,1,7,1,0,0,0,1,0,1,6,12.1,12.616666666666667
0fc18e86,Joseph,Reynolds,18,2,7,1,0,1,0,1,1,1,5,11.94,12.8
8e994c1a,Ryan,Sutton,31,1,6,1,1,0,0,1,0,1,5,11.0,10.166666666666666
3b7447a0,Juan,Floyd,20,1,6,1,0,0,1,1,0,1,6,12.857142857142858,12.4
ca6eed9f,Courtney,Robbins,19,1,10,1,0,0,1,1,0,1,5,11.0,10.0
7b1f6603,Brad,Kennedy,34,1,5,1,1,0,1,5,1,1,1,17.0,11.0
d0125703,Teresa,Holmes,21,1,5,1,0,0,1,1,0,1,5,11.0,11.428571428571429
57fe70d7,Jillian,Sanchez,21,4,6,1,0,1,1,1,0,1,0,0.0,10.0
703a4526,Jennifer,Brown,24,1,6,1,0,0,1,1,0,1,4,11.25,10.428571428571429
c56ddebd,Marcia,Warren,20,1,6,1,1,0,1,1,0,0,5,12.4,13.0
1be7e6aa,Benjamin,Richard,19,1,5,1,0,0,1,1,0,1,1,13.0,10.0
773a1f5f,Thomas,Miller,26,1,6,0,0,1,1,1,0,1,6,11.833333333333334,11.666666666666666
cafdaf1b,Chloe,Baker,20,1,5,1,0,0,1,1,0,1,1,13.0,12.6
68c8f30f,Robert,Cooper,21,1,5,1,0,1,0,1,0,1,4,11.0,12.0
38f0bdf8,Lisa,Hampton,26,1,5,0,0,0,1,1,0,1,2,11.5,12.0
5ed3b85b,Joshua,Cherry,19,6,8,1,0,1,0,1,1,1,7,14.06,14.06
c47a4d32,Matthew,Gardner,19,1,5,1,0,0,0,2,0,1,4,11.25,11.714285714285714
cb8a091b,Ashley,Roberson,19,1,5,1,0,1,0,1,0,1,2,14.5,11.333333333333334
c834bcdb,Bryan,Parker,21,1,6,1,0,0,0,1,1,1,2,10.5,12.4
04739007,Ashley,Russell,19,2,5,1,0,1,0,1,0,1,4,12.8,14.5
5ac10c8a,Shawn,Fox,18,1,5,1,0,0,0,1,0,1,0,0.0,13.25
0dfdb72e,Julian,Ross,20,1,6,1,0,0,0,1,0,1,6,13.571428571428571,13.6
d54b3007,Jaclyn,Baker,32,1,5,0,0,0,0,2,0,1,5,10.2,11.25
7b4983b0,Shelby,Gomez,19,3,6,1,0,1,0,1,0,1,5,12.2,11.8
d15179ec,Martha,Stewart,19,1,6,1,0,1,0,1,0,1,6,13.428571428571429,14.0
a138fd92,Louis,Trujillo,18,1,5,1,0,0,0,1,0,1,1,11.0,0.0
27075897,Mary,Nguyen,20,6,7,1,0,1,0,1,0,1,6,13.548333333333334,14.775
871e2808,Robert,Hammond,19,1,6,1,0,0,0,1,0,1,6,12.166666666666666,12.5
9f59d2cb,Jeffrey,Raymond,24,1,5,1,0,1,0,1,0,1,5,10.8,11.0
6e14f3b8,Troy,Shaw,29,1,13,0,0,1,0,1,0,1,8,10.5,10.333333333333334
38201f8d,Rachel,Smith,19,1,7,1,0,0,0,1,0,1,6,11.15,12.814285714285717
25c99f85,Lisa,White,19,1,6,1,0,0,0,1,0,1,3,11.666666666666666,13.625
ca4c61c2,Lisa,Graham,24,1,5,0,0,0,0,1,0,1,5,12.285714285714286,12.125
78c63504,Rodney,Lozano,28,1,7,1,1,0,0,1,0,1,4,13.375,13.5
894ee6fd,David,Griffin,38,1,8,1,0,0,0,4,0,1,5,13.126,13.126
5ff314d4,Raymond,Hooper,19,1,6,1,0,1,0,1,0,1,3,10.333333333333334,11.8
4e6b0f4b,Joseph,King,20,1,5,1,0,1,0,1,0,1,4,12.0,11.5
6ea3d58f,Charles,Brown,29,1,5,0,0,0,0,1,0,1,5,11.4,10.25
4aaf759f,Jordan,Webb,19,5,8,1,0,1,0,1,1,1,7,12.771428571428572,12.771428571428572
44e327a0,Brenda,Lucas,28,1,8,1,1,0,1,1,0,1,7,11.0,10.0
470f7037,Rebecca,Cordova,27,1,6,1,0,0,1,1,0,1,0,0.0,0.0
7f333ef0,Kayla,Young,18,1,5,1,0,1,1,1,1,1,4,11.25,12.25
91d58829,Jessica,Mays,20,1,6,1,0,0,1,1,0,1,5,12.4,15.0
d1547171,Sonya,Brock,23,1,6,1,0,1,1,1,0,1,1,13.0,11.25
4ac01d9c,Jennifer,Hernandez,21,4,5,1,0,0,1,1,0,1,2,10.0,10.333333333333334
e10621b0,Sara,Harris,34,1,5,0,0,0,1,2,0,1,5,14.2,14.6
b5cd529f,Kevin,Cunningham,20,1,7,1,0,0,1,1,0,1,5,12.7,13.475
3397df01,Phillip,Finley,24,1,9,1,0,1,1,1,0,1,8,13.333333333333334,13.11111111111111
62f631a7,Morgan,Murray,39,1,5,0,0,0,1,1,0,1,4,12.25,12.75
2c298d86,Mary,Craig,19,1,6,1,0,0,1,1,0,0,5,13.6,13.666666666666666
ae77208b,Virginia,Dillon,38,1,5,0,0,0,1,1,0,1,2,10.5,11.333333333333334
efa607e6,Nathan,Macdonald,21,1,7,1,0,1,1,1,0,1,6,12.565,12.16
ebf323bc,Danielle,Paul,19,1,6,1,1,0,1,1,0,1,6,13.166666666666666,13.2
c56a0e1e,Destiny,Wilson,25,1,6,1,0,1,1,1,0,1,6,11.166666666666666,11.8
49942c8e,Vanessa,Young,19,4,6,1,0,1,1,1,0,1,6,12.666666666666666,12.142857142857142
54df32ba,Ann,Cannon,33,1,7,1,0,0,1,2,0,1,5,13.06,0.0
